Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
85 Bay St,Parking garages,85 Bay St,Toronto,0,168,0,44771.78004,0,"1,970",
Pine Point Park,Other,85 Grierson Rd,Toronto,0,100,0,40302.73997,0,"1,773",
Cloverdale Park,Other,85 Shaver Ave S,Toronto,0,100,0,6935.150221,0,305,
873 Brimley Rd,Other,873 Brimley Rd,Toronto,0,100,0,205.313042,0,9,
City Clerk's Office,"Administrative offices and related facilities, including municipal council chambers",88 Sunrise Ave,Toronto,34843,70,0,722187.16,49184.4703,"124,735",35.6
Election Services Building,"Administrative offices and related facilities, including municipal council chambers",89 Northline Road,Toronto,55004,70,0,326736.7256,61408.84364,"130,439",17.7
Queensway Park,Other,8 AVON PARK,Toronto,0,100,0,48828.8,0,"2,148",
8 Barkwin Dr,Other,8 Barkwin Dr,Toronto,0,168,0,3295.23285,0,145,
8 Carling Ave,Parking garages,8 Carling Ave,Toronto,0,168,0,12703.67441,0,559,
90 Eaton Ave,Parking garages,90 Eaton Ave,Toronto,0,168,0,2033.423176,0,89,
912 Eglinton Ave W,Parking garages,912 Eglinton Ave W,Toronto,0,168,0,2168.099244,0,95,
91 Via Italia,Parking garages,91 Via Italia,Toronto,0,168,0,257206.955,0,"11,317",
924 Markham Rd,Other,924 Markham Rd,Toronto,0,100,0,204.089017,0,9,
946 Scarborough Golf Club Rd,Other,946 Scarborough Golf Club Rd,Toronto,0,100,0,191.478303,0,8,
Murison Woods Park,Other,95 Murison Blvd,Toronto,0,100,0,3077.46273,0,135,
99 Cedarvale Ave,Parking garages,99 Cedarvale Ave,Toronto,0,168,0,5622.871588,0,247,
9 Emerson Ave,Parking garages,9 Emerson Ave,Toronto,0,168,0,4816.560173,0,212,
9 Salem Ave,Parking garages,9 Salem Ave,Toronto,0,168,0,2742.700131,0,121,
Atlantic Ave Storage Bldg,"Administrative offices and related facilities, including municipal council chambers",98 Atlantic Ave,Toronto,43002,70,0,117030.3334,31525.38143,"64,732",10.5
Albion,Public libraries,1515 Albion Rd,Toronto,32281,70,0,356603.7258,49140.32,"108,566",27.1
Abbotsford Park,Other,79 Ellerslie Ave,Toronto,0,100,0,2646.562009,0,116,
Ashbridges Bay Park,Other,1675 Lakeshore Blvd E,Toronto,721,100,0,57096.28322,0,"2,512",79.2
Ancaster Childcare Centre,Other,45 Ancaster Rd,Toronto,7018,100,0,147121.5956,14523.82265,"33,923",42.8
Albert Campbell District,Public libraries,496 Birchmount Rd,Toronto,26102,70,0,496578.7245,11355.00898,"43,310",23.6
Adams Park,Other,2 Rozell Rd,Toronto,0,100,0,134067.0802,0,"5,899",
Agincourt District,Public libraries,155 Bonis Ave,Toronto,26996,70,0,738589.8408,5351.815126,"42,613",29.5
Alex Duff Pool,Other,779 Crawford S.,Toronto,0,100,0,479312.2799,47575.77311,"111,008",
Allan Gardens,Other,160 Gerrard St E,Toronto,25177,168,0,236979.2432,139053.9773,"273,239",67.7
Algonguin Island Sewage Pumping Station,Facilities related to the pumping of sewage,16 Wyandot Ave,Toronto,75,168,27.42873631,13616.02426,0,599,181.5
Agincourt Arena and R.C,Indoor recreational facilities,31 Glen Watford Dr,Toronto,93398,100,0,2179062.543,286813,"637,955",55.7
Armour Heights Pumping Station,Facilities related to the pumping of water,226 Wilson Ave,Toronto,5780,168,12480.539,1931840.71,0,"85,001",334.2
Ambulance Headquarters,Ambulance stations and associated offices and facilities,4330 Dufferin St,Toronto,143494,168,0,3732455.28,244997.5135,"627,273",44
Albion Arena,Indoor sports arenas,1501 Albion Rd,Toronto,32658,100,0,434618.4571,34421.6587,"84,180",24.4
Albion Comm Ctr & Pool,Indoor swimming pools,1485 Albion Rd,Toronto,20688,100,0,487528.556,141731.9459,"289,325",95.9
Aldwych Park,Other,134 Aldwych Ave,Toronto,0,100,0,35660.57528,0,"1,569",
Allen Road,Street lighting,195 Glen Park Ave,Toronto,0,70,0,635721.9072,0,"27,972",
Allan A Lamport Stadium,Other,1155 King St W,Toronto,19688,100,0,676858.69,277912,"555,035",183.4
Albert Standing Park,Other,45 Sheppard Ave W,Toronto,0,100,0,12932.02484,0,569,
Amesbury Park,Other,1501 Lawrence Ave W,Toronto,0,100,0,25612.91212,0,"1,127",
Amesbury Arena,Indoor sports arenas,155 Culford Rd,Toronto,26942,100,0,783540.9376,113369.1701,"248,744",73.5
Amesbury Community Center,Community centres,1507 Lawrence Ave W,Toronto,37975,100,0,317964.3658,53717.76425,"115,517",23.3
Annette Street,Public libraries,145 Annette St.,Toronto,7804,70,0,175252.8332,9548.365591,"25,758",35.4
Antibes Park,Indoor recreational facilities,140 Antibes Dr,Toronto,18492,100,0,437225.3076,58042.76177,"128,939",56.8
Ancaster C.C.,Community centres,41-47 Ancaster Rd,Toronto,7513,100,0,90772.36348,19233.42656,"40,345",39.1
Annette R.C,Community centres,333 Annette St,Toronto,20774,100,0,477180.4176,0,"20,996",23
Anniversary Park,Other,410 Parliament St,Toronto,0,100,0,4285.096094,0,189,
Anthony Road School Park,Other,111A Whitley Ave,Toronto,0,100,0,77.82,0,3,
Amesbury Park Library,Public libraries,1565 Lawrence Ave W,Toronto,6318,70,0,111904.9455,10326.99849,"24,442",35
Archives and Records Centre,"Administrative offices and related facilities, including municipal council chambers",255 Spadina Rd,Toronto,39590,70,0,466975.29,50126.01567,"115,285",25.2
Albion Road Childcare Centre,Other,1545 Albion Rd,Toronto,5543,100,0,70080.84165,17479.51111,"36,120",45.9
Armour Height C.C,Community centres,2140 Avenue Rd,Toronto,19773,100,0,188985.844,25709.62393,"56,907",23.3
Ashtonbee Reservoir Park,Other,21 Ashtonbee Rd.,Toronto,0,100,0,3234.039574,0,142,
Station #10,Ambulance stations and associated offices and facilities,2015 Lawrence Ave.W.,Toronto,5005,168,0,62101.43315,14605.2994,"30,336",43.2
Station #11,Ambulance stations and associated offices and facilities,1135 Caledonia Rd,Toronto,3574,168,0,37729.15234,11422.268,"23,248",44.3
Station #12,Ambulance stations and associated offices and facilities,1535 Albion Rd.,Toronto,1938,168,0,37293.26567,52.693547,"1,740",19.5
Station #13,Ambulance stations and associated offices and facilities,555 Martin Grove Rd,Toronto,2756,168,0,27234.78901,9557.875001,"19,263",46.5
Station #14,Ambulance stations and associated offices and facilities,321 Rexdale Blvd,Toronto,4252,168,0,63667.51337,6282.605113,"14,675",30.6
Station #18,Ambulance stations and associated offices and facilities,643 Eglinton Ave.W.,Toronto,1345,168,0,56032.37432,18169.41391,"36,806",184.3
Station #21,Ambulance stations and associated offices and facilities,887 Pharmacy Ave,Toronto,2799,168,0,40169.54857,10052.17647,"20,766",52.3
Station #22,Ambulance stations and associated offices and facilities,3100 Eglinton Ave. E.,Toronto,2583,168,0,40509.78436,6274.730839,"13,642",41.3
Station #24,Ambulance stations and associated offices and facilities,3061 Birchmount Rd,Toronto,2659,168,0,24346.17568,6880.519286,"14,075",36.5
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,2142,168,0,392972.024,0,"17,291",183.5
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,2142,168,0,392972.024,0,"17,291",183.5
Station #28,Ambulance stations and associated offices and facilities,2900 Lawrence Ave.E.,Toronto,1905,168,0,41571.92257,10574.6737,"21,815",80.4
Station #30 & Garage & Office,Ambulance stations and associated offices and facilities,100 Turnberry Ave,Toronto,16380,168,0,209313.6619,51683.01588,"106,891",46.1
Station #31,Ambulance stations and associated offices and facilities,4219 Dundas St.W.,Toronto,2831,168,0,44090.52419,7533.588236,"16,178",43.7
Station #32,Ambulance stations and associated offices and facilities,9 Clendenan Ave.,Toronto,3218,168,0,23264.49031,4698.898823,"9,905",22.6
Station #33,Ambulance stations and associated offices and facilities,760 Dovercourt Rd,Toronto,3132,168,0,30966.83221,6387.911766,"13,436",31.4
Station #34,Ambulance stations and associated offices and facilities,674 Markham St,Toronto,13939,168,0,51469.46305,35723.4555,"69,782",30.7
Station #37,Ambulance stations and associated offices and facilities,1288 Queen St.W.,Toronto,4413,168,0,47176.69669,6273.945378,"13,934",25.7
Station #38,Ambulance stations and associated offices and facilities,259 Horner Ave.,Toronto,5102,168,0,86900.28533,17006.50446,"35,966",52.2
Station #39,Ambulance stations and associated offices and facilities,155 The East Mall,Toronto,1927,168,0,39034.20449,0,"1,718",20.3
Station #40,Ambulance stations and associated offices and facilities,58 Richmond St.E.,Toronto,12798,168,0,163938.2138,16545.47059,"38,484",26.5
Station #41,Ambulance stations and associated offices and facilities,1300 Pape Ave.,Toronto,1841,168,0,87294.68369,20435.35294,"42,464",164.6
Station #42,Ambulance stations and associated offices and facilities,1535 Kingston Rd.,Toronto,6997,168,0,148074.7745,18058.63649,"40,646",48.4
Station #45,Ambulance stations and associated offices and facilities,135 Davenport Rd.,Toronto,11496,168,0,68154.77757,17081.15749,"35,282",21.6
Station #46,Ambulance stations and associated offices and facilities,105 Cedarvale Ave.,Toronto,1572,168,0,19383.57913,8145.917861,"16,249",67
Station #47,Ambulance stations and associated offices and facilities,3600 St. Clair Ave. E.,Toronto,1787,168,0,38053.41548,3056.522352,"7,451",39.4
Station #52,Ambulance stations and associated offices and facilities,64 Murray Rd,Toronto,38760,168,0,733894.09,86549.58059,"195,870",42.5
Station #54,Ambulance stations and associated offices and facilities,4135 Bathurst St.,Toronto,1324,168,0,56768.84301,18500.51933,"37,464",190.4
Adelaide Street Office,Social housing,67 Adelaide St. E.,Toronto,15888,168,0,216654.1089,36695.20161,"78,887",38
Alness Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",21 Alness St.,Toronto,25715,70,0,172916.1939,44015.008,"90,797",24.8
Advance Traffic Management,Other,0 Various Locations,Toronto,0,168,0,1073786.735,0,"47,247",
Avonshire Park,Other,125 Harrison Garden Blvd,Toronto,0,100,0,6004.02793,0,264,
Avonshire Parkette,Other,1A Oakburn Ave,North York,0,100,0,551.573741,0,24,
Amos Waites Park,Other,2445 Lake Shore Blvd W,Toronto,1356,100,0,51952.78127,6668.999999,"14,890",90.2
Alexander Muir Park Gardens,Other,2877 Yonge St,Toronto,0,100,0,33558.96979,730.039706,"2,856",
Alexandra Park,Other,275 Bathurst St,Toronto,22873,100,0,0,31318.21033,"79,025",34.2
Bendale Acres,Long-term care,2920 Lawrence Ave.E.,Toronto,210327,168,0,3699772.3,622190.7375,"1,338,730",48.8
Banbury C.C.,Community centres,120 Banbury Rd,Toronto,9537,100,0,111525.2954,12921.80521,"29,329",26
Baycrest Arena,Indoor sports arenas,160 Neptune Dr,Toronto,27060,100,0,498890.2412,74266.082,"162,314",47.4
Bayview Arena,Indoor sports arenas,3230 Bayview Ave,Toronto,28417,100,0,385918.2731,45029.48133,"102,086",30.3
BAYVIEW RESERVOIR CARD,Other,8127 Bayview Ave,Thornhill,0,168,0,37281.21102,0,"1,640",
Brookbanks,Public libraries,210 Brookbanks Dr,Toronto,7933,70,0,102857.8175,24540.13989,"50,907",45.6
Cassandra Park,Other,240 Cassandra Blvd,Toronto,861,100,0,196472.36,0,"8,645",228.2
Black Creek,Public libraries,1700 Wilson Ave,Toronto,7093,70,0,54017.79447,3060.11437,"8,160",12.2
Bellevue Childcare Centre,Other,95 Bellevue Ave,Toronto,6706,100,0,54216.17747,0,"2,386",8.1
Beecroft Parking Lot,Parking garages,95 Beecroft Rd,Toronto,120297,168,0,644735.7508,0,"28,368",5.4
Beaches,Public libraries,2161 Queen St. E.,Toronto,7804,70,0,143824.1167,13487.13667,"31,819",36.7
Beaches R.C,Indoor recreational facilities,6 Williamson Rd,Toronto,14445,100,0,181474.3121,0,"7,985",12.6
Beaty Parkette,Other,1575 King St W,Toronto,0,100,0,6362.50748,0,280,
Beaumonde Heights Park,Other,61 Honbury Rd,Toronto,0,100,0,801.021065,0,35,
Bellbury A.I.R,Other,65 Van Horne Ave,Toronto,2303,100,0,31713.63556,0,"1,395",13.8
Bendale,Public libraries,1515 Danforth Rd,Toronto,8503,70,0,102890.7098,10336.28067,"24,063",24.9
Ben Nobleman,Other,1075 Eglinton Ave W,Toronto,0,100,0,4799.852613,0,211,
Old Eglinton Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",25 Old Eglinton Ave,Toronto,66155,70,0,526445.2208,93592.19475,"200,053",22.9
Berner Trail C.C,Community centres,120 Berner Trail,Toronto,10204,100,0,110668.6152,23077,"48,485",34.7
Bering Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",320 Bering Ave,Toronto,53798,70,0,411452.5464,119993.5779,"244,892",31.2
Barbara Frum,Public libraries,20 Covington Rd,Toronto,44319,70,0,882505.1039,48756.92614,"130,981",31.5
Brule Gardens Sewage Pumping Station,Facilities related to the pumping of sewage,0 Brule Gd,Toronto,151,168,44.22133975,10452.85826,0,460,69.2
Burrows Hall Community Complex,Community centres,1081 Progress Ave,Toronto,43185,100,0,903328.6166,75616,"182,661",39.4
Birchmount C.C,Community centres,93 Birchmount Rd,Toronto,46166,100,0,1431034.97,234321.728,"505,834",84.6
Birkdale C.C,Community centres,1299 Ellesmere Rd,Toronto,11733,100,0,233513.3223,10079.06353,"29,324",29
Bloor Gladstone,Public libraries,1101 Bloor St. W.,Toronto,20627,70,0,397007.84,47568.51214,"107,373",43.6
Blantyre Pool,Other,180 Fallingbrook Rd,Toronto,1819,100,0,41354.21226,10540,"21,740",83.9
Bluffers Park,Other,Bluffers Park,Toronto,5253,100,0,3044261.68,0,"133,948",579.5
BlueGold Variation,Street lighting,2 Windermere Ave,Toronto,0,100,0,3281.51376,0,144,
Belmar Park,Other,70 Montclava Rd.,Toronto,0,100,0,53.955201,0,2,
Birchmount Residence,Social housing,1673 Kingston Rd,Toronto,5199,168,0,258372.5604,41579.19567,"89,953",134.1
Birchmount Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Ridgetop Rd,Toronto,15317,70,0,93547.94275,27071.78399,"55,282",24.8
Birchmount Stadium,Other,85 Birchmount Rd,Toronto,0,100,0,85061.33522,0,"3,743",
Bennington Heights Clubhouse,Indoor recreational facilities,457 Heath Ave,Toronto,1432,100,0,7841.710805,2383.844611,"4,851",23
Bond Park Baseball,Other,70 Bond Ave,Toronto,1625,100,0,577484.6928,0,"25,409",355.4
Beaches Park Wading Pool,Other,0 Coxwell Av Pool,Toronto,0,100,0,2.1,0,0,
Bayview Pumping Station,Facilities related to the pumping of water,8127 Bayview Ave,Toronto,0,168,11853.755,27561.98333,536,"2,226",
Baird Park W.Pool,Other,275 Keele St,Toronto,1970,100,0,19851.16469,5484.745098,"11,240",39.5
Brentwood,Public libraries,36 Brentwood Rd N,Toronto,13616,70,0,263476.79,0,"11,593",19.4
Kbs-Post S East  Parking Lot,Parking garages,174 Beecroft Rd,Toronto,0,168,0,39541.74547,0,"1,740",
Beresford Park,Other,401 Beresford Av,Toronto,183,100,0,14500.22446,0,638,79.2
Bridlewood Park,Other,445 Huntingwood Dr,Toronto,2433,100,0,28205.69118,0,"1,241",11.6
Beare Road Landfill,Other,8132 Finch Ave E,Scarborough,5942,70,0,74401.33227,0,"3,274",12.5
Brimley Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",451 Brimley Rd,Toronto,2809,70,0,28477.81186,5760.528236,"12,140",31.8
Broadlands R.C & A.I.R,Indoor recreational facilities,19 Castlegrove Blvd,Toronto,10667,100,0,371112.8721,28870.01198,"70,893",63.4
Brookdale Park,Other,435 Brookdale Ave,Toronto,0,100,0,487.067129,0,21,
Beaty Ave Parkette,Other,66 Beaty Ave,Toronto,0,100,0,2272.3494,0,100,
Bermondsey Transfer Station,Other,188 Bermondsey Dr.,Toronto,48976,70,0,1175585.37,10452.26765,"71,481",26.3
Bartonville Park,"Storage facilities where equipment or vehicles are maintained, repaired or stored",5 Bartonville Ave E,Toronto,3606,70,0,30348.29279,12368.10628,"24,711",44.6
Bus Shelters,Other,Various Locations,Toronto,0,168,0,533541.3887,0,"23,476",
Buttonwood Rink,Other,30 Mulham Pl,Toronto,0,100,0,174215.6046,0,"7,665",
Bestview Park,Other,115 Bestview Dr,Toronto,0,100,0,10325.29861,0,454,
Kennedy Park Sewage Pumping Station,Facilities related to the pumping of sewage,15 Birchview Cr,Toronto,151,168,121.3204648,18134.35952,0,798,120.1
Jean Sibelius Square,Other,50 Kendal Ave,Toronto,183,100,0,11673.22735,0,514,63.8
Brock West Landfill,Other,2357 Meriadoc Dr,Pickering,10764,70,0,176923.6525,0,"7,785",16.4
Bentworth Park Yard - Bldg 1,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Bentworth Ave,Toronto,5554,70,0,21529.04705,11829.39412,"23,305",26.4
Bentworth Park Yard - Bldg 2,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Bentworth Ave,Toronto,6330,70,0,42773.23397,14205.58095,"28,731",30.4
Bayview,Public libraries,2901 Bayview Ave,Toronto,6340,70,0,143240.9948,0,"6,303",22.6
Berczy Park,Other,45 Wellington St E,Toronto,0,100,0,42247.42361,0,"1,859",
Caledonia Rd Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1141 Caledonia Rd,Toronto,1981,70,0,50776.91937,0,"2,234",25.6
Caledonia Park Baseball,Other,1139 Caledonia Rd,Toronto,1765,100,0,30558.60113,0,"1,345",17.3
Canoe Landing Park,Other,95 Fort York Blvd,Toronto,0,100,0,52063.18897,0,"2,291",
Carlton Park,Other,60 Edith Ave,Toronto,506,100,0,7271.381708,0,320,14.4
Car Park,Parking garages,12 Harlandale Ave,Toronto,0,168,0,8658.898685,0,381,
Castlefield Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1401 Castlefield Ave Yard,Toronto,36447,70,0,346571.2043,58807.49221,"126,395",26.5
Colborne Lodge,Cultural facilities,1 Colborne Lodge Dr,Toronto,7050,100,0,144613.9618,10876.20457,"26,919",36.8
Cumberland St Parkette,Other,115 Cumberland St,Toronto,0,100,0,101309.7008,0,"4,458",
Cherry Beach Life Stn,Police stations and associated offices and facilities,0 Cherry St,Toronto,680,168,0,18549.66665,0,816,27.3
Campbell Ave Playground,Other,225 Campbell Av,Toronto,1453,100,0,200460.0989,0,"8,820",138
Cliffcrest,Public libraries,3017 Kingston Rd,Toronto,4898,70,0,81143.36377,10204.98871,"22,858",38.6
2 Civic Centre Court,"Administrative offices and related facilities, including municipal council chambers",2 Civic Centre Court,Toronto,46145,70,0,1346079.22,10040.15588,"78,203",31.5
Consolidated Communication Ctr,"Administrative offices and related facilities, including municipal council chambers",703 Don Mills Rd,Toronto,132999,70,0,8283295.47,246478.4241,"830,309",81.8
Colonel Danforth Park,Other,1 Highland Creek Dr,Toronto,2723,100,0,7368.117346,0,324,2.7
Cecil Community Ctr,Community centres,58 Cecil St,Toronto,5769,100,0,83490.95847,0,"3,674",14.5
Cedarbrae,Public libraries,545 Markham Rd,Toronto,31506,70,0,606152.37,38955.76008,"100,297",32.3
Phil White Arena,Indoor sports arenas,443 Arlington Ave,Toronto,25941,100,0,881718.2558,20827.90659,"78,160",42.5
Cedar Brook C.C,Community centres,91 Eastpark Blvd,Toronto,14951,100,0,127412.6406,10537.18529,"25,521",16
Cedar Ridge Creative Centre,Cultural facilities,225 Confederation Dr,Toronto,13110,100,0,145580.3372,18511.04736,"41,391",26
Centennial R.C (Ice Galaxy),Indoor recreational facilities,1967 Ellesmere Rd,Toronto,102376,100,0,2534535.76,232586.2279,"551,108",48.7
Central Equipment Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1026 Finch Ave. W,Toronto,148198,70,0,1302563.94,321063.337,"664,123",31.7
Trinity Comm Rec Ctr,Indoor recreational facilities,155 Crawford St,Toronto,36909,100,0,752223.5074,232911.5915,"473,301",87
Carefree Lodge,Long-term care,306 Finch Ave.E.,Toronto,67490,168,0,1235665.12,113740.2068,"269,338",36.1
Civic Garden Centre,Cultural facilities,755 Lawrence Ave.E.,Toronto,36953,100,0,409344.0854,48330.79583,"109,356",24.9
City Hall,"Administrative offices and related facilities, including municipal council chambers",100 Queen St W,Toronto,780061,70,0,13479940.56,0,"2,384,659",35.8
Chapley C.C / Wilmington Park,Community centres,205 Wilmington Ave.,Toronto,6997,100,0,335026.1752,20406.512,"53,309",78.7
City Hall Eternal Flame,Other,100 Queen St W,Toronto,0,168,0,0,4,8,
Chaplin Parkette,Other,43 Chaplin Cr Opp,Toronto,0,100,0,13654.7089,0,601,
City Hall Nathan Phillips Sqr,Other,110 Queen Street West,Toronto,3606,100,0,823555.8,0,"207,367",445.5
Cresthaven Park Tennis,Other,47 Cresthaven Dr,Toronto,1916,100,0,53481.91294,0,"2,353",27.9
Chelsea Avenue Playground,Other,103 Chelsea Ave,Toronto,0,100,0,22.827199,0,1,
Chris Tonks Arena,Indoor sports arenas,2801 Eglinton Ave,Toronto,23638,100,0,639789.034,25397.17164,"76,151",38.4
Public Health HQ,"Administrative offices and related facilities, including municipal council chambers",277 Victoria St,Toronto,111385,70,0,1767846.383,49640.34824,"171,605",20.6
Christie Pits,Other,750 Bloor St W,Toronto,29536,100,0,32301.89386,12120.52429,"24,329",5.4
Centre Island Buildings,Other,0 Centre Isld,Toronto,11926,100,0,359270.6316,0,"15,808",30.1
Centre Island Police Division,Police stations and associated offices and facilities,0 Centre Isl Unit Pl Stn,Toronto,1001,168,0,16943.84134,0,746,16.9
Church Isabella Resident Coop,Social housing,56 Wellesley St E,Toronto,19106,168,0,908.913339,0,40,0
City Kids Childcare Centre,Other,34 Bathurst,Toronto,8460,100,0,69389.77969,9991.170827,"21,936",20.7
North York Central,Public libraries,5120 Yonge St,Toronto,168014,70,0,2282545.22,163266.1338,"409,005",23.8
Close Avenue Parkette,Other,50 Close Ave,Toronto,0,100,0,13634.06827,0,600,
Clarence Square,Other,25 Clarence Sq,Toronto,0,100,0,3489.360415,0,154,
Columbus Parkette,Other,1981 Dundas St W,Toronto,226,100,0,4467.819945,0,197,19.8
Clydesdale Park Tennis,Other,116 Clydesdale Dr,Toronto,2185,100,0,67766.57833,0,"2,982",31
Craigleigh Gardens,Other,149 South Dr,Toronto,0,100,0,20289.03321,0,893,
Cummer Lodge,Long-term care,205 Cummer Ave,Toronto,243200,168,0,4712908.181,712609.6722,"1,554,200",50.3
College Park,Other,484 Yonge St,Toronto,0,100,0,3635.73412,0,160,
Coleman Park,Other,19 Coleman Ave,Toronto,226,100,0,3559.580471,0,157,15.8
Community Centre 55,Community centres,97 Main St,Toronto,8999,100,0,61873.64887,0,"2,722",6.9
Commander Park C.C,Community centres,140 Commander Blvd,Toronto,56317,100,0,977953.35,47599,"132,992",26.3
Cosburn Ave Unit Haldo,Other,530 Cosburn Ave,Toronto,0,100,0,48740.57755,0,"2,145",
Coronation Park,Other,663 Lake Shore Blvd. W,Toronto,8105,100,0,253507.4924,0,"11,154",31.3
Clanton Park Baseball,Other,15 Clanton Park Rd,Toronto,3025,100,0,35965.60871,1.111111,"1,585",11.9
Centennial Greenhouse,Other,149-151 Elmcrest Rd,Toronto,29170,168,0,288926.3443,223175.1124,"434,514",90.7
Cumber Sewage Pumping Station,Facilities related to the pumping of sewage,5316 Lawrence Ave E,Toronto,635,168,0,314196.1219,0,"13,825",494.8
Centennial Pk Svc Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",149 Elmcrest Rd,Toronto,1023,70,0,67917.91999,8831.506522,"19,680",157.5
Carr St Parkette,Other,2 Carr St,Toronto,194,100,0,2.0752,0,0,0
College Shaw,Public libraries,766 College St.,Toronto,7685,70,0,81405.73048,10000.63445,"22,483",24.3
Central Services Office,"Administrative offices and related facilities, including municipal council chambers",329 Chaplin Cres.,Toronto,18299,70,0,188604.5533,22514.02961,"50,850",23.3
College Street Park,Other,0 College St Opp T53,Toronto,0,100,0,1817.85456,0,80,
Cassels Ave Playground,Other,69 Cassels Ave,Toronto,183,100,0,1363.428692,0,60,7.5
Colonel Samuel Smith Park,Other,3175 Lake Shore Blvd W.,Toronto,0,100,0,54199.49502,33334.37392,"65,387",
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,76424,70,0,781117.34,94187.15593,"212,383",23.2
Barbara Hall Park,Other,5 Cawthra Sq,Toronto,0,100,0,4544.736279,0,200,
Centennial,Public libraries,578 Finch Ave W,Toronto,6867,70,0,103043.1183,8689.068235,"20,956",28.4
Charlottetown Park,Other,71 Charlottetown Blvd,Toronto,0,100,0,2732.004,0,120,
Cawthra Playground,Other,353 Albany Av Park,Toronto,183,100,0,148.125106,0,7,0.8
Central Arena,Indoor sports arenas,50 Montgomery Rd,Toronto,32001,100,0,1430436.2,196624.3532,"434,559",109.6
Centennial Ski Chalet,Other,256 Centennial Pk Rd,Toronto,7621,100,0,203439.7756,0,"8,951",26.7
Centennial Ski Hill,Other,206 Centennial Pk Rd,Toronto,0,100,0,321215.1587,0,"14,133",
Cummer Arena,Indoor sports arenas,6000 Leslie St,Toronto,34348,100,0,1425768.34,153346.0952,"352,558",88.6
Curran Hall C.C,Community centres,277 Orton Park Rd,Toronto,2508,100,0,37793.55859,4304.419412,"9,798",33.2
Central Water Services,"Storage facilities where equipment or vehicles are maintained, repaired or stored",545 Commissioners St.,Toronto,32679,70,0,1151106.15,25901.18768,"99,602",43.6
Castleview Wychwood Towers,Long-term care,351 Christie St,Toronto,294447,168,0,5375163.399,355246.5867,"907,923",31
Danforth Coxwell,Public libraries,1675 Danforth Ave.,Toronto,9612,70,0,112600.4565,9688.392045,"23,265",22.4
Fire Services - East Command Offices,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3 Dohme Ave,Toronto,25898,70,0,154522.6474,26254.88485,"56,421",16.7
David A. Balfour Park,Other,75 Rosehill  Ave,Toronto,0,100,0,21032.1519,3525.868164,"7,589",
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,14994,70,0,1340258.07,64931.2138,"181,691",135.1
Dallington Park 32 Glentworth,Other,Dallington Park 32 Glentworth,North York,0,100,0,669.156329,0,29,
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,2282,100,0,3200.120231,5249.924598,"10,063",25.7
Dawes Crossing,Cultural facilities,1052 Victoria Park,Toronto,0,168,0,1015.302706,0,45,
David Crombie Park,Other,131 The Esplanade,Toronto,0,168,0,3063.878387,0,135,
Danforth Childcare Centre,Other,1125 Danforth Ave,Toronto,6351,100,0,136267.7174,10019.89201,"24,933",38.1
Detective Services Building,Police stations and associated offices and facilities,160-180 Duncan Mill Rd,Toronto,24000,168,0,398071.2707,17843.63882,"51,240",24.4
Duncan Creek,Other,115 Aspenwood Dr,Toronto,0,100,0,12160.89828,0,535,
Derrydowns Park,Other,1705 Finch Ave.W.,Toronto,743,100,0,7445.455812,0,328,10
Dundas St Parkette,Other,158 Boulton Ave,Toronto,0,100,0,2726.798476,0,120,
Dell Park,Other,50 Dell Park Ave,Toronto,0,100,0,2777.350019,0,122,
Dentonia Park Ave Unit F,Other,80 Thyra Ave,Toronto,0,100,0,6054.652366,0,266,
Dufferin Grove Park,Other,875 Dufferin St,Toronto,4682,100,0,351144.42,16972.57882,"47,529",113.3
De Grassi St Park,Other,121 De Grassi St,Toronto,0,100,0,1363.3977,0,60,
Dieppe Park Ice Rink,Other,355 Cosburn Ave,Toronto,3498,100,0,572753.4108,10245.2245,"44,565",194.7
Dixon Rink,Other,350 Dixon Rd,Toronto,0,100,0,13326.86519,0,586,
Donlands Landfill,Other,485 Donlands Ave,Toronto,603,70,0,43966.01167,0,"1,935",72.9
Dunlace Park Tennis,Other,26 Dunlace Dr,Toronto,646,100,0,20265.23372,0,892,31.4
Don Mills,Public libraries,888 Lawrence Ave E,Toronto,21560,70,0,380806.1547,36004.62676,"84,804",35.3
