Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2016 - Dec/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Firgrove Park,Other,254 Firgrove Cres,Toronto,M3N 1K8,0,Square feet,100,0,20300.71902,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,893,,,FGP,Outdoor Recreational Facilities
Flagstaff Pool (outdoor htd),Other,42 Mercury Rd,Toronto,M9W 3H5,1098,Square feet,100,0,27548.89578,kWh,6401.712121,Cubic meter,,,,,,,,,,,,,,,,,,,"13,311",86.6,,FLAG,Outdoor Recreational Facilities
Flemingdon Arena,Indoor sports arenas,165 Grenoble Dr.,Toronto,M3C 3E7,25640,Square feet,100,0,434722.6623,kWh,38331.62875,Cubic meter,,,,,,,,,,,,,,,,,,,"91,575",32.7,,FLEMA,Indoor Sports Arena
Flemingdon C.C,Community centres,150 Grenoble Dr,Toronto,M3C 3E7,10000,Square feet,100,0,88718.9363,kWh,25230.38158,Cubic meter,,,,,,,,,,,,,,,,,,,"51,589",35.5,,FLEMC,Community Centres
Flemingdon RC & Pool,Indoor recreational facilities,29 St. Dennis Dr,Toronto,M3C 1E3,34348,Square feet,100,0,809159.3063,kWh,80100.38655,Cubic meter,,,,,,,,,,,,,,,,,,,"186,993",48.2,,FLEMRC,Indoor Recreational Facilities
"Forensic Service, Store & Garage",Police stations and associated offices and facilities,2050 Jane St,Toronto,M3M 1A2,62484,Square feet,168,0,1615079.332,kWh,175924.4683,Cubic meter,,,,,,,,,,,,,,,,,,,"403,561",55.6,,FSSG,Police Stations
Forest Hill C.C,Community centres,666 Eglinton Av W,Toronto,M5N 1B9,32841,Square feet,100,0,639037.1126,kWh,51504.08758,Cubic meter,,,,,,,,,,,,,,,,,,,"125,460",36.0,,FOREC,Community Centres
Forest Hill Memorial Arena,Indoor sports arenas,340 Chaplin Cres,Toronto,M5N 2N3,40666,Square feet,100,0,1235084.611,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"54,344",30.4,,FOREA,Indoor Sports Arena
Forest Manor Park,Other,55 Forest Manor Rd,Toronto,M2J 1M4,0,Square feet,100,0,1058403.508,kWh,15105.16667,Cubic meter,,,,,,,,,,,,,,,,,,,"75,119",,,FMP,Outdoor Recreational Facilities
Forestry W District Office,"Administrative offices and related facilities, including municipal council chambers",1 Bathurst St,Toronto,M5V 2N8,8999,Square feet,70,0,89871.47714,kWh,16106.84299,Cubic meter,,,,,,,,,,,,,,,,,,,"34,396",28.9,,FWDO,Administrative Offices
Former Hydro Building,"Administrative offices and related facilities, including municipal council chambers",1652 Keele St,Toronto,M6M 3W3,22497,Square feet,70,0,507379.9304,kWh,4946.323307,Cubic meter,,,,,,,,,,,,,,,,,,,"31,673",24.9,,KS1652,Administrative Offices
Fort York,Public libraries,170 Fort York,Toronto,M5V 0E6,13000,Square feet,70,0,289503.5726,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"12,738",22.3,,FY,Public Libraries
Fort York Residence,Social housing,38 Bathurst St,Toronto,M5V 3W3,25995,Square feet,168,0,393566.9649,kWh,68701.61301,Cubic meter,,,,,,,,,,,,,,,,,,,"147,163",43.0,,FYR,Shelters & Housing
Fountainhead A.I.R,Other,1650 Finch Ave E,Toronto,M3J 2T6,1927,Square feet,100,0,45280.38909,kWh,7582.971804,Cubic meter,,,,,,,,,,,,,,,,,,,"16,324",65.0,,FOUNR,Outdoor Recreational Facilities
Frank Stollery Parkette,Other,2 Scollard St,Toronto,M5R 1E9,0,Square feet,100,0,3792.614323,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,167,,,FRANK,Outdoor Recreational Facilities
Frankland C.C,Community centres,825 Logan Av Club H S E,Toronto,M4K 3E1,3681,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,181",7.3,,FRANC,Community Centres
Franklin Horner,Community centres,432 Horner Ave,Toronto,M8W 2B2,39500,Square feet,100,0,310494.7345,kWh,50383.91843,Cubic meter,,,,,,,,,,,,,,,,,,,"108,887",21.3,,FHORN,Community Centres
Fred Hamilton Playground,Other,155 Roxton Rd,Toronto,M6J 2Y4,0,Square feet,100,0,8918.883324,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,392,,,FHPG,Outdoor Recreational Facilities
Fudger House,Long-term care,439 Sherbourne St,Toronto,M4X 1K6,118995,Square feet,168,0,1959804.189,kWh,349509.5761,Cubic meter,,,,,,,,,,,,,,,,,,,"746,804",47.5,,FHSE,Long Term Care Homes
G. Ross Lord Park,Other,4801 Dufferin St,Toronto,M3H 5T3,6405,Square feet,100,0,6945.043993,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,306,1.1,,GRLP,Outdoor Recreational Facilities
Galloway Park,Other,90A Galloway Rd,Toronto,M1E 1W7,0,Square feet,100,0,1304.313627,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,57,,,GALLOWP,Outdoor Recreational Facilities
Gamble Park,Other,150 Gamble Ave,Toronto,M4J 2P3,0,Square feet,100,0,5376.669565,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,237,,,GAMBLE,Outdoor Recreational Facilities
Gardiner Expressway,Street lighting,0 Gardiner Expressway,Toronto,M8Z 5T8,0,Square feet,70,0,1468340.114,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"64,607",,,GAREW,Streetlighting
Gateway Park,Other,40 East Liberty,Toronto,M6K 0A7,0,Square feet,168,0,4649.737139,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,205,,,40EL,Outdoor Recreational Facilities
Geary Ave Parkette,Other,160 Geary Av,Toronto,M6H 2B3,0,Square feet,100,0,2741.751847,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,121,,,GRAP,Outdoor Recreational Facilities
Geary Ave Parkette W.Pool,Other,15 Geary Av,Toronto,M6H 2B3,0,Square feet,100,0,3655.669591,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,161,,,GAPP,Outdoor Recreational Facilities
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,M6N 3V4,41786,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"35,349",19.2,,GEORA,Indoor Sports Arena
George Webster Clubhouse,Indoor recreational facilities,30-40 Chapman Ave,Toronto,M9P 1E5,1302,Square feet,100,0,4428.044381,kWh,1532.229412,Cubic meter,,,,,,,,,,,,,,,,,,,"3,091",15.8,,GGWC,Indoor Recreational Facilities
Gerrard Ashdale,Public libraries,1432 Gerrard St. E.,Toronto,M4L 1Z6,6501,Square feet,70,0,61671.99774,kWh,6891.022059,Cubic meter,,,,,,,,,,,,,,,,,,,"15,738",20.7,,GA,Public Libraries
Gibson House Museum,Cultural facilities,5172 Yonge St,Toronto,M2N 5P6,8364,Square feet,100,0,101284.8605,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,457",12.1,,GIBH,Cultural Facilities
Gihon Spring Pool,Other,75 Gihon Spring Dr,Toronto,M9V 4X6,1873,Square feet,100,0,30794.11033,kWh,3462,Cubic meter,,,,,,,,,,,,,,,,,,,"7,898",36.0,,GSP,Outdoor Recreational Facilities
Giltspur Park,Other,85 MAGELLAN DR,North York,M3L 1T2,0,Square feet,100,0,988.83,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,44,,,GILPK,Outdoor Recreational Facilities
Giovanni Caboto Pool/Rink,Other,1369 St Clair Ave W,Toronto,M6E 1C5,55400,Square feet,100,0,699486.1458,kWh,12815.92473,Cubic meter,,,,,,,,,,,,,,,,,,,"54,999",15.1,,GVC,Outdoor Recreational Facilities
Glamorgan Park,Other,50 Antrim Crescent,Toronto,M1P 4T1,0,Square feet,100,0,22566.97661,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,993,,,GLAMOR,Outdoor Recreational Facilities
Glen Rouge Park,Other,7540 Kingston Rd,Toronto,M1N 4G1,2013,Square feet,100,0,226341.7069,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"9,959",112.4,,GRP,Outdoor Recreational Facilities
Glen Stewart Av Park,Other,241 Glen Manor Rd,Toronto,M4E 1R9,0,Square feet,100,0,4931.650912,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,217,,,GSAP,Outdoor Recreational Facilities
Glendora Park,Other,201 Glendora,Toronto,M2N 2W5,0,Square feet,100,0,3178.90651,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,140,,,GLENDO,Outdoor Recreational Facilities
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,M6B 2M1,10236,Square feet,100,0,429177.754,kWh,43674.81919,Cubic meter,,,,,,,,,,,,,,,,,,,"101,429",87.0,,GLENC,Community Centres
Goldhawk Park,Public libraries,295 Alton Towers Cir,Toronto,M1V 5E3,7998,Square feet,70,0,294899.6888,kWh,17948.7061,Cubic meter,,,,,,,,,,,,,,,,,,,"46,899",60.6,,GHP,Public Libraries
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,Toronto,M9M 3A3,44304,Square feet,100,0,688020.5177,kWh,73642.1698,Cubic meter,,,,,,,,,,,,,,,,,,,"169,457",33.1,,GIRCA,Indoor Recreational Facilities
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,Toronto,M2M 1K8,43540,Square feet,100,0,696197.7061,kWh,61336.51405,Cubic meter,,,,,,,,,,,,,,,,,,,"146,559",30.9,,GOULA,Indoor Recreational Facilities
Gracedale Park,Other,186 Gracedale Blvd,Toronto,M9L 2C1,0,Square feet,100,0,34322.46326,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,510",,,GRDP,Outdoor Recreational Facilities
Grafton Parkette,Other,19 Roncesvalles Ave,Toronto,M1A 3T7,0,Square feet,100,0,913.916268,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,40,,,GTP,Outdoor Recreational Facilities
Grand River Sewage Pumping Station,Facilities related to the pumping of sewage,125 Grand River Blvd,Toronto,M1B 1G4,0,Square feet,168,28.42467346,4926.109885,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,217,,173.3,GRANDR,Sewage Pumping Facilities
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,Toronto,M3J 1B3,33637,Square feet,100,0,611331.106,kWh,79326.17061,Cubic meter,,,,,,,,,,,,,,,,,,,"176,825",43.1,,GRANA,Indoor Recreational Facilities
Grange Park FH / WR,Other,317 Dundas St W,Toronto,M5T 1G4,1679,Square feet,100,0,15504.92002,kWh,5338.354667,Cubic meter,,,,,,,,,,,,,,,,,,,"10,772",42.8,,GPWR,Outdoor Recreational Facilities
Grattan Park,Other,52 Grattan St,Toronto,M9N 3J5,0,Square feet,100,0,1311.921661,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,58,,,GRATTAN,Outdoor Recreational Facilities
Graydon Hall Tennis,Other,34 Karen Rd,Toronto,M3A 3L6,0,Square feet,100,0,8136.111297,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,358,,,GHT,Outdoor Recreational Facilities
Greenfield - Longmore Lands,Other,291 Greenfield  Ave,Toronto,M2N 3E4,0,Square feet,168,0,2708.874744,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,119,,,291GRE,Outdoor Recreational Facilities
Greenfield Family Centre,Social housing,305 Greenfield Ave,Toronto,M2N 3E7,7384,Square feet,168,0,67166.92102,kWh,6262.157482,Cubic meter,,,,,,,,,,,,,,,,,,,"14,791",18.0,,GFC,Shelters & Housing
Greenfield Park,Other,10 Wilmar Rd,Toronto,M9B 3R7,0,Square feet,168,0,2168.8452,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,95,,,GREEN,Outdoor Recreational Facilities
Greenwood Park,Other,150 Greenwood Ave,Toronto,M4L 2P8,21130,Square feet,100,0,579465.4652,kWh,29430.06869,Cubic meter,,,,,,,,,,,,,,,,,,,"81,119",42.1,,GREE,Outdoor Recreational Facilities
Greyabbey Trail Sewage Pumping Station,Facilities related to the pumping of sewage,144 Greyabbey Trail,Toronto,M1E 1V9,1001,Square feet,168,36.63762295,51753.18266,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,277",51.7,"1,412.6",144GRE,Sewage Pumping Facilities
Greystone Park,Other,7 Greystone Walk Dr,Toronto,M8V 4A5,0,Square feet,100,0,3945.081716,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,174,,,7GREYS,Outdoor Recreational Facilities
Guildwood,Public libraries,123 Guildwood Pkwy,Toronto,M1E 4V2,3014,Square feet,70,0,35154.48615,kWh,1976.991848,Cubic meter,,,,,,,,,,,,,,,,,,,"5,283",18.6,,GW,Public Libraries
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Toronto,M8V 3L9,21097,Square feet,100,0,793554.4455,kWh,133548.779,Cubic meter,,,,,,,,,,,,,,,,,,,"287,324",104.4,,GUSR,Indoor Swimming Pool
Gwendolen Park Tennis,Other,1 Gwendolen Cres,Toronto,M3A 3L6,1916,Square feet,100,0,36838.84332,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,621",19.2,,GWDP,Outdoor Recreational Facilities
Gzowski Monument,Cultural facilities,0 Lake Shore Blvd W Near Gzowsk,Toronto,M6S 5A3,0,Square feet,100,0,2733.630888,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,120,,,GZOW,Cultural Facilities
Habitant Arena,Indoor sports arenas,3383 Weston Rd,Toronto,M9M 2V9,26307,Square feet,100,0,346340.8549,kWh,60321.92711,Cubic meter,,,,,,,,,,,,,,,,,,,"129,247",37.4,,HABIA,Indoor Sports Arena
Halbert Park,Other,31 McCowan Rd,Toronto,M1M 3L7,3150,Square feet,100,0,9857.384162,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,434,3.1,,HALB,Outdoor Recreational Facilities
Hamilton Street Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",138 Hamilton St,Toronto,M4M 2E1,2756,Square feet,70,0,72924.07881,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,209",26.5,,HSY,Storage Facilities
Hanlan's Point Buildings,Other,0 Hanlans Pt,Toronto,M5V 1A1,7524,Square feet,100,0,314794.1463,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"13,851",41.8,,HPB,Outdoor Recreational Facilities
Harbour Square WR,Other,21A Queens Quay W,Toronto,M5J 2V3,829,Square feet,100,0,60722.72629,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,672",73.2,,HSWR,Outdoor Recreational Facilities
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,M5T 1B1,15263,Square feet,100,0,234827.1795,kWh,18386.90868,Cubic meter,,,,,,,,,,,,,,,,,,,"45,084",28.1,,HARRC,Indoor Swimming Pool
Harryetta Gardens,Other,170 Torresdale Ave,Toronto,M2R 3E3,0,Square feet,100,0,663.240025,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,29,,,HARRY,Outdoor Recreational Facilities
Harwood Hall Community Ctr,Community centres,85 Cayuga Ave,Toronto,M6N 2G4,4306,Square feet,100,0,28907.15404,kWh,10859.58044,Cubic meter,,,,,,,,,,,,,,,,,,,"21,797",33.3,,HARWC,Community Centres
Havenbrook Park Tennis,Other,15 Havenbrook Blvd,Toronto,M2J 1A3,1916,Square feet,100,0,45938.85613,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,021",24.0,,HBP,Outdoor Recreational Facilities
Hazeldean Park,Other,160 Rosedale Valley Rd,Toronto,M4W 3M4,0,Square feet,100,0,6397.424183,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,281,,,HZDP,Outdoor Recreational Facilities
Health Materials Warehouse,"Storage facilities where equipment or vehicles are maintained, repaired or stored",160 Rivalda Rd,Toronto,M9M 2M8,22604,Square feet,70,0,46596.52085,kWh,22536.66429,Cubic meter,,,,,,,,,,,,,,,,,,,"44,645",12.6,,RR160,Storage Facilities
Health Office,"Administrative offices and related facilities, including municipal council chambers",662 Jane St,Toronto,M6N 4A7,2540,Square feet,70,0,0,kWh,753.209032,Cubic meter,,,,,,,,,,,,,,,,,,,"2,084",9.0,,HOJS,Administrative Offices
Hendon Park,Other,50 Hendon Ave,Toronto,M2M 1A2,2056,Square feet,100,0,51626.29361,kWh,87,Cubic meter,,,,,,,,,,,,,,,,,,,"2,436",25.6,,HDTC,Outdoor Recreational Facilities
Herbert Carnegie Centennial Arena,Indoor sports arenas,580 Finch Ave. W,Toronto,M2R 1N7,42270,Square feet,100,0,716106.0072,kWh,118720.061,Cubic meter,,,,,,,,,,,,,,,,,,,"255,890",46.6,,NYCEA,Indoor Sports Arena
Heron Park C.C,Community centres,292 Manse Rd,Toronto,M1E 3V4,52377,Square feet,100,0,1099105.847,kWh,83907.21065,Cubic meter,,,,,,,,,,,,,,,,,,,"206,945",37.9,,HEROC,Community Centres
Hickory Tree,Other,100 Hickory Tree Rd,Toronto,M6N 3W4,0,Square feet,100,0,19493.33838,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,858,,,HICKOR,Outdoor Recreational Facilities
Hickory Tree Lawn Fountain,Other,100 Hickory Tree Road,Toronto,M9N 1H7,0,Square feet,100,0,62790.1909,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,763",,,HTLF,Outdoor Recreational Facilities
Hideaway Park,Other,1 Audley Av Rr,Toronto,M4M 1P5,194,Square feet,100,0,2758.620092,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,121,14.2,,HDWP,Outdoor Recreational Facilities
High Level Pumping Station,Facilities related to the pumping of water,25 Popular Plains Rd.,Toronto,M4V 2M7,46403,Square feet,168,58648.384,10650332.18,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"468,615",229.5,181.6,HLPS,Water Pumping Facilities
High Park,Other,0 Colborne Lodge Dr,Toronto,M6R 2Z3,0,Square feet,100,0,439565.6141,kWh,20389.78135,Cubic meter,,,,,,,,,,,,,,,,,,,"57,878",,,HIP,Outdoor Recreational Facilities
High Park - Lot Cytor,Other,1873 Bloor St W- Lot Cytor,Toronto,M6P 3K7,0,Square feet,168,0,32140.04698,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,414",,,1873BLTO,Water Misc Service
High Park Greenhouses,Other,15 High Park,Toronto,M6P 2R5,60386,Square feet,168,0,569492.47,kWh,476105.2623,Cubic meter,,,,,,,,,,,,,,,,,,,"924,897",92.7,,HIPG,Greenhouses
High Park Ice Rink,Other,0 Colborne Lodge Dr,Toronto,M6R 2Z3,0,Square feet,100,0,488050.8775,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"21,474",,,HPIR,Outdoor Recreational Facilities
High Park Library,Public libraries,228 Roncesvalles Ave.,Toronto,M6R 2L7,9494,Square feet,70,0,169397.8676,kWh,12228.85294,Cubic meter,,,,,,,,,,,,,,,,,,,"30,566",31.4,,HP,Public Libraries
High Park Tennis Club,Other,430 Parkside Dr,Toronto,M6R 2Z3,0,Square feet,100,0,47312.04506,kWh,7802.595588,Cubic meter,,,,,,,,,,,,,,,,,,,"16,829",,,HIPT,Outdoor Recreational Facilities
High Park Valleymede Sewage Pumping Stn,Facilities related to the pumping of sewage,66 Ellis Park Rd,Toronto,M6S 1G8,0,Square feet,168,20.57254385,60368.60024,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,656",,"2,934.4",0ELLIVAL,Sewage Pumping Facilities
Highfield Sewage Pumping Station,Facilities related to the pumping of sewage,1 Highfield Rd,Toronto,M4L 2T7,0,Square feet,168,83.64,209.449251,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,2.5,0HIGHF,Sewage Pumping Facilities
Highland Creek,Public libraries,3550 Ellesmere Rd,Toronto,M1C 4Y6,6997,Square feet,70,0,137443.4889,kWh,7240.73,Cubic meter,,,,,,,,,,,,,,,,,,,"19,732",30.6,,HLC,Public Libraries
Highland Creek Bwlng,Other,3400 Ellesmere Rd,Toronto,M1E 2P9,0,Square feet,100,0,2475.719645,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,109,,,HCB,Outdoor Recreational Facilities
Highland Creek Treatment Plant,Facilities related to the treatment of sewage,51 Beechgrove Dr,Toronto,M1E 3Z3,255395,Square feet,168,59200,32762924.66,kWh,7354305.281,Cubic meter,,,,,,,,,,,,,,,,,,,"15,341,206",432.3,"1,864.9",HCTP,Sewage Treatment Facilities
Highview Park,Other,1859 Kingston Rd.,Toronto,M1N 2H7,0,Square feet,100,0,42619.94677,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,875",,,HIGHV,Outdoor Recreational Facilities
Hillcrest,Public libraries,5801 Leslie St,Toronto,M2H 1J8,7470,Square feet,70,0,127924.9559,kWh,15265.5065,Cubic meter,,,,,,,,,,,,,,,,,,,"34,481",38.7,,HC,Public Libraries
Hillcrest Park,Other,25 Hillcrest Dr,Toronto,M4X 1E8,1604,Square feet,100,0,54457.25569,kWh,591.4375,Cubic meter,,,,,,,,,,,,,,,,,,,"3,514",37.8,,HCP,Outdoor Recreational Facilities
Hillsdale Ave Parkette,Other,32 Hillsdale Ave E,Toronto,M4S 2A8,0,Square feet,100,0,767.387297,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,34,,,32HILLSDALEAVEE,Outdoor Recreational Facilities
Hinder Property,Other,61 Don River Blvd,Toronto,M2N 2M8,1012,Square feet,100,0,50019.05188,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,201",49.4,,61DONR,Outdoor Recreational Facilities
Historic Fort York,Cultural facilities,100 Garrison Rd.,Toronto,M5V 3K9,22819,Square feet,100,0,848401.1909,kWh,31084.79545,Cubic meter,,,,,,,,,,,,,,,,,,,"96,080",51.6,,HFY,Cultural Facilities
Hodgson School,Other,276 Davisville Ave,Toronto,M4X 1E8,2874,Square feet,100,0,227962.9847,kWh,2627.818182,Cubic meter,,,,,,,,,,,,,,,,,,,"14,997",89.0,,HSSC,Outdoor Recreational Facilities
Hollis Childcare Centre,Other,1 Hollis St,Toronto,M6M 4N1,5576,Square feet,100,0,54278.33829,kWh,9378.920001,Cubic meter,,,,,,,,,,,,,,,,,,,"20,114",27.5,,HCC,Child Care Facilities
Hollywood Park Tennis,Other,75 Hollywood Ave.,Toronto,M4L 2K4,1668,Square feet,100,0,0,kWh,2300.02944,Cubic meter,,,,,,,,,,,,,,,,,,,"5,423",29.2,,HWTC,Outdoor Recreational Facilities
Home Smith Park Wr,Other,100 Humber Blvd,Toronto,M6N 2H7,431,Square feet,100,0,12542.01972,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,552,29.1,,HSPW,Outdoor Recreational Facilities
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Toronto,M8W 2C2,4252,Square feet,100,0,24059.55847,kWh,4546.310303,Cubic meter,,,,,,,,,,,,,,,,,,,"9,651",16.9,,HORNC,Indoor Recreational Facilities
HTO Park,Other,339 Queens Quay West,Toronto,M5V 1A2,0,Square feet,100,0,33501.37051,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,474",,,HTO,Outdoor Recreational Facilities
Humber Bay,Public libraries,200 Parklawn Rd,Toronto,M8Y 3J3,2400,Square feet,70,0,44382.64563,kWh,2796.018182,Cubic meter,,,,,,,,,,,,,,,,,,,"7,237",30.8,,HB,Public Libraries
Humber Bay Life Stn,Police stations and associated offices and facilities,2233 Lakeshore Blvd,Toronto,M8V 1A1,1830,Square feet,168,0,49994.7946,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,200",27.3,,HBLS,Police Stations
Humber Bay Park East,Other,2223 Lake Shore Blvd W.,Toronto,M8V 0B1,2551,Square feet,100,0,89274.53185,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,928",35.0,,HBPE,Outdoor Recreational Facilities
Humber Bay Park West,Other,2225 Lake Shore Blvd.W.,Toronto,M8V 0B1,3875,Square feet,100,0,76716.58483,kWh,2942.633332,Cubic meter,,,,,,,,,,,,,,,,,,,"8,937",27.8,,HBPW,Outdoor Recreational Facilities
Humber Bay Park West Trail,Other,2283 Lake Shore Blvd W,Toronto,M8V 1J1,0,Square feet,100,0,30110.52097,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,325",,,2283LA,Outdoor Recreational Facilities
Humber Sewage Pumping Station,Facilities related to the pumping of sewage,490 Riverside Dr,Toronto,M6S 4B5,0,Square feet,168,15.61864918,12200.6207,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,537,,781.2,RVS,Sewage Pumping Facilities
Humber Summit,Public libraries,2990 Islington Ave,Toronto,M9L 2K9,9042,Square feet,70,0,125847.7878,kWh,8329.499801,Cubic meter,,,,,,,,,,,,,,,,,,,"21,280",23.6,,HS,Public Libraries
Humber Treatment Plant,Facilities related to the treatment of sewage,130 The Queensway,Toronto,M8Y 1H9,224869,Square feet,168,94168,52764325.28,kWh,1402749.426,Cubic meter,,,,,,,,,,,,,,,,,,,"4,972,827",300.5,717.6,HTP,Sewage Treatment Facilities
Humber Valley Gc Serv.bldg,Other,10 Armel Court,Toronto,M9W 6L4,4080,Square feet,100,0,54321.452,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,390",13.3,,HVSB,Outdoor Recreational Facilities
Humber Valley Golf Course,Other,240 Albion Rd.,Toronto,M9W 2P1,4327,Square feet,100,0,69501.04109,kWh,34854.28519,Cubic meter,,,,,,,,,,,,,,,,,,,"68,933",101.1,,HVGC,Outdoor Recreational Facilities
Humber Valley Rink,Other,50 Anglesey Blvd,Toronto,M9A 3B5,0,Square feet,100,0,195163.6082,kWh,9109.916926,Cubic meter,,,,,,,,,,,,,,,,,,,"25,805",,,HUMBR,Outdoor Recreational Facilities
Huron St Plaground,Other,129 Lowther Av Huron Pgd,Toronto,M5R 2R3,0,Square feet,100,0,2284.7938,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,101,,,HSPG,Outdoor Recreational Facilities
HUSAR,Fire stations and associated offices and facilities,21 Old Eglinton,Toronto,M4A 0A2,11485,Square feet,168,0,201581.1668,kWh,18794.6103,Cubic meter,,,,,,,,,,,,,,,,,,,"44,391",34.8,,HUSAR,Fire Stations
